epoch,mpe_mpe-large-spread-v2_ac_att_JAMMAS_1 - episode_return__MAX,mpe_mpe-large-spread-v2_ac_att_JAMMAS_2 - episode_return__MAX,mpe_mpe-large-spread-v2_ac_att_JAMMAS_3 - episode_return__MAX,mpe_mpe-large-spread-v2_ac_att_JAMMAS_4 - episode_return__MAX
1262,-246.4,-186.2,-139.8,-130
1263,-262.3,-154.9,-136,-116.5
1264,-215,-132.4,-197.2,-142.9
1265,-224,-146.8,-121.2,-96.6
1266,-214.1,-144.3,-142.8,-107.5
1267,-237.3,-144.3,-123.5,-108.9
1268,-212.9,-140.6,-229.6,-121.7
1269,-255.3,-126,-132.5,-116.6
1270,-192.1,-173,-138.9,-113.9
1271,-235.8,-151.4,-151.5,-145.1
1272,-223.1,-148.2,-183.4,-145.3
1273,-204,-155.5,-166.4,-114.8
1274,-239.7,-115.3,-135,-123.6
1275,-233.9,-135.7,-135.2,-159.9
1276,-209.8,-154.3,-182.8,-117.2
1277,-257.2,-126,-152.8,-142.3
1278,-211,-154.3,-153.8,-146
1279,-226.1,-135.1,-151,-123.4
1280,-204.5,-113,-240.1,-150.2
1281,-229.2,-120.9,-131.9,-97.7
1282,-232.8,-118.8,-131.4,-120.6
1283,-230.1,-160.9,-135.1,-139.7
1284,-238.2,-173.2,-123,-98.3
1285,-219.5,-122.8,-118.7,-111.1
1286,-212.4,-122.1,-182.9,-126
1287,-209.1,-149,-134.8,-117.9
1288,-222,-127.2,-119.1,-104.9
1289,-330.2,-120.4,-123.1,-129.4
1290,-269.8,-148.6,-115.4,-99
1291,-241.2,-166.3,-119.3,-135.3
1292,-214,-153,-128.3,-121
1293,-202.1,-154,-111,-144.7
1294,-238.2,-135.6,-114.6,-101.4
1295,-220.6,-125.6,-132.2,-91.4
1296,-222.7,-132.9,-108.9,-93.1
1297,-264,-128.4,-113.7,-120
1298,-245.3,-129.7,-120.7,-115.3
1299,-245.9,-106.1,-119.9,-133.5
1300,-320.2,-121.9,-127.3,-150.3
1301,-286,-125.1,-159.4,-119.1
1302,-333.8,-121.4,-142.8,-111
1303,-246.2,-130.1,-127.4,-106.8
1304,-286.6,-163.4,-113.8,-99.9
1305,-212.1,-139.3,-112,-127
1306,-209.2,-145,-170.3,-102.2
1307,-326.8,-135.1,-167.2,-113.8
1308,-242.6,-126,-141.1,-131.2
1309,-228.4,-131.9,-153.5,-84.3
1310,-248.4,-109.9,-125.6,-148.6
1311,-242.8,-129.3,-140.4,-115.2
1312,-250.1,-112.3,-94.5,-98.8
1313,-191.3,-163.4,-131.4,-98.6
1314,-218.9,-149.5,-114.5,-119.8
1315,-223.5,-119.1,-115.6,-92.3
1316,-208.5,-142.2,-151.8,-135
1317,-230,-105.9,-114.8,-129
1318,-216.8,-138.5,-133.4,-126.3
1319,-219.6,-139.1,-113.9,-135.6
1320,-221.3,-139.2,-134.2,-122
1321,-243.8,-165.7,-132.1,-159.3
1322,-238.6,-155.2,-132.7,-119.6
1323,-227.4,-116,-93.3,-130.4
1324,-194.1,-102,-116,-108.7
1325,-333.4,-123.1,-122.4,-123.4
1326,-232.1,-166,-120,-132
1327,-266.9,-140.8,-114.1,-84.8
1328,-285.6,-111.1,-139.1,-93.3
1329,-257.3,-139.1,-136.1,-144.3
1330,-240.3,-113.1,-127.4,-135.1
1331,-220.9,-118.6,-122.5,-114.3
1332,-210.4,-123.5,-97.8,-115.1
1333,-259.4,-117.3,-177.1,-97.3
1334,-258.8,-146.5,-129.4,-139.2
1335,-217.6,-156.9,-142.5,-128.6
1336,-211.9,-110.5,-191.9,-170.7
1337,-294.3,-113.9,-138.3,-133.9
1338,-186.6,-110.8,-117.6,-134
1339,-222.4,-110.5,-137,-96.7
1340,-224.8,-143.5,-152.2,-104.9
1341,-222.6,-153.7,-147.7,-119.5
1342,-186.1,-104.1,-112,-104.2
1343,-220.3,-161.6,-133.1,-116.1
1344,-175.5,-157.6,-143.3,-131.3
1345,-250.9,-169,-122.7,-115.6
1346,-248.3,-111.9,-140,-144.5
1347,-227.6,-172.9,-106.4,-138
1348,-236.5,-168.8,-130,-116.3
1349,-216.9,-146.9,-134.7,-117.4
1350,-199.4,-183.5,-141.4,-115
1351,-199,-164,-140.9,-103.1
1352,-181.9,-133,-180.2,-111
1353,-283.3,-129.1,-155.2,-129.4
1354,-210,-119.6,-140.9,-120.6
1355,-199.7,-133.3,-153.3,-97
1356,-247.7,-122.9,-120.4,-110.9
1357,-273.7,-107.8,-141.8,-114.3
1358,-221.2,-186.7,-98.7,-121.7
1359,-194.6,-106.4,-133.7,-115.7
1360,-215.1,-107.4,-117.3,-153.7
1361,-222.7,-151.9,-119.5,-114.4
1362,-263.8,-102.5,-99.4,-133.6
1363,-231.7,-151.8,-153,-88.3
1364,-248.9,-148.8,-127.3,-114.3
1365,-229.4,-156.4,-128.9,-127.9
1366,-277.3,-143.2,-131.9,-122
1367,-317.6,-147.5,-129.5,-117.3
1368,-235.8,-124.7,-146,-127
1369,-232.9,-138.1,-130,-116
1370,-248.3,-179.6,-126.9,-121
1371,-198.6,-120.9,-116.8,-130.6
1372,-310.7,-147.4,-141.9,-148.9
1373,-221.6,-151.5,-114.9,-105.9
1374,-246.5,-195.4,-108.1,-107.5
1375,-225.4,-141.8,-123.5,-117.3
1376,-214.1,-186.5,-99.6,-104.5
1377,-276.2,-152,-185.4,-111.9
1378,-212.2,-160.2,-92.1,-120.8
1379,-212.6,-204,-116.4,-127.7
1380,-190.7,-162.2,-109.6,-119.6
1381,-208.2,-168.3,-114.8,-134.4
1382,-242.4,-144.3,-120.8,-135.2
1383,-259.4,-112.1,-143.2,-124
1384,-250.8,-166.6,-134.4,-127.3
1385,-227,-137.6,-98.6,-113.9
1386,-222.9,-121,-132.9,-125.1
1387,-215.3,-155.1,-130.3,-102.6
1388,-205.8,-136.7,-113.1,-112.4
1389,-199.5,-106.9,-144.5,-117.5
1390,-204,-150.3,-145.3,-127.6
1391,-254.9,-193.4,-96.5,-107.9
1392,-258.2,-157.2,-126.2,-129.6
1393,-205.1,-148.7,-109.1,-181.8
1394,-264,-129.5,-109.8,-114.8
1395,-248.2,-165.3,-167,-126.3
1396,-214.4,-134.3,-126.8,-99.9
1397,-196.9,-136.5,-123.3,-116.9
1398,-223.9,-110.1,-133.2,-124.3
1399,-206.8,-88.3,-135.6,-146.2
1400,-212.5,-146.8,-177.3,-100.2
1401,-178.7,-138,-136.3,-204.3
1402,-247.4,-132.6,-88.8,-148.8
1403,-233,-143.1,-105.2,-121.4
1404,-205.7,-103.2,-132.2,-124.9
1405,-233.3,-118.8,-157,-135.7
1406,-223.4,-146.1,-132.6,-125.4
1407,-234.5,-116.2,-110.1,-126.7
1408,-194.8,-119.3,-115.4,-172.5
1409,-200.2,-138,-150.5,-100.5
1410,-237.6,-131.8,-141.7,-183
1411,-233.9,-134.1,-139.7,-98.3
1412,-213.9,-140.2,-114.1,-117.2
1413,-197.7,-120.4,-110.4,-112.1
1414,-279.9,-147.9,-114.6,-110.2
1415,-216.2,-169.6,-122.6,-118.1
1416,-209.1,-135.7,-167.3,-114.5
1417,-188.1,-131.6,-106.6,-167.3
1418,-207.4,-128.9,-149.4,-127.2
1419,-194.9,-118.5,-137.1,-99.1
1420,-246.6,-142.8,-114.1,-111.4
1421,-216.4,-166.7,-153.2,-124.1
1422,-215.7,-175.4,-110.2,-112.1
1423,-223,-156.9,-174.9,-133.7
1424,-236.7,-151.2,-114.1,-133.8
1425,-228.5,-157.9,-161.8,-111.8
1426,-256.4,-121.7,-122.2,-139.4
1427,-271.3,-140.2,-130.3,-111.2
1428,-223.4,-85.5,-141.5,-107.7
1429,-269,-123.3,-119.2,-87.1
1430,-191,-108.5,-109.9,-136.8
1431,-249.6,-137.2,-179.6,-129
1432,-231.3,-139.7,-98.4,-137.6
1433,-179.7,-120.5,-168.5,-107.1
1434,-190.3,-165.7,-166,-139.7
1435,-191.6,-139.4,-115.7,-99.1
1436,-219.2,-150.5,-99.3,-113.7
1437,-288,-153,-134.3,-128.2
1438,-231.5,-135.2,-112.2,-143.3
1439,-208.9,-131.3,-124,-137.7
1440,-204,-130.5,-130.3,-159.6
1441,-216.2,-141.8,-133.4,-131.5
1442,-163.1,-98.9,-158.1,-136.1
1443,-201,-125.4,-103.8,-120.9
1444,-235.9,-120.9,-136.9,-168.7
1445,-211.9,-141.1,-137.1,-148.6
1446,-217,-144.5,-117.2,-137.2
1447,-219.1,-149.2,-98.5,-112.3
1448,-238.8,-137.8,-137.6,-114.7
1449,-215.9,-138,-127.3,-108.1
1450,-199.7,-140.4,-165.8,-105.3
1451,-250.5,-169.8,-141.4,-118.6
1452,-220,-140.2,-182.1,-96.6
1453,-224.4,-126,-169.5,-151
1454,-190.7,-156.9,-168.6,-110.3
1455,-234.2,-112.9,-144.6,-158.1
1456,-192.8,-176.9,-152.5,-137.5
1457,-235.4,-113.7,-132.9,-113.2
1458,-224.9,-136.9,-143.1,-148.6
1459,-178.4,-144.6,-137,-127.8
1460,-197,-185.9,-144,-100.2
1461,-220.1,-184,-119.2,-104.5
1462,-203.4,-141.6,-124.4,-134.1
1463,-230.4,-186.2,-145.3,-98.5
1464,-260.6,-152.2,-206.2,-156.9
1465,-215.2,-160,-115,-114.4
1466,-220.5,-113.4,-119.2,-127.9
1467,-229.1,-136.3,-138.4,-127.4
1468,-218.9,-139.2,-123.8,-93.9
1469,-184.1,-199,-136.7,-116.6
1470,-200.1,-304.6,-119.9,-102.3
1471,-245.3,-135,-127.8,-133.9
1472,-226.6,-151.9,-107.9,-127.4
1473,-183.3,-103.8,-96.9,-112
1474,-211.7,-123.1,-138.3,-116.9
1475,-217.9,-126.2,-136.8,-138.1
1476,-189.4,-101.6,-144.1,-123.4
1477,-170.2,-122.2,-126.8,-133
1478,-196.2,-144.6,-125.8,-116.5
1479,-214.2,-95.3,-120.3,-106.3
1480,-208.5,-172.1,-157.8,-121.3
1481,-212.5,-144.7,-205,-100.3
1482,-200.3,-145,-114,-122.6
1483,-285.2,-133.6,-158.9,-133.5
1484,-197.4,-210.1,-182.3,-96
1485,-212.6,-161.1,-204.9,-144.1
1486,-215.6,-149.2,-191.3,-113.2
1487,-194.2,-139.1,-199.7,-157.4
1488,-221.2,-98.8,-131,-127.5
1489,-230.2,-160.5,-155.3,-126.8
1490,-201,-121.8,-139.4,-152.1
1491,-148.6,-115,-143.9,-105.2
1492,-221.2,-138.6,-127.7,-95.4
1493,-213.1,-130,-108.1,-104.1
1494,-187.6,-112.3,-104.8,-141.5
1495,-196.1,-123.4,-106.5,-126.5
1496,-198.5,-126.8,-138.8,-100.7
1497,-323.3,-125.9,-124.1,-107.5
1498,-235.8,-104,-277.9,-124.6
1499,-230.7,-140.5,-150.2,-127.6
1500,-235.7,-143.4,-185.7,-148.7
