epoch,tj_easy_ac_att_JAMMAS_1 - episode_return__MAX,tj_easy_ac_att_JAMMAS_2 - episode_return__MAX,tj_easy_ac_att_JAMMAS_3 - episode_return__MAX,tj_easy_ac_att_JAMMAS_4 - episode_return__MAX,,,,,,,,,,,,,,,,,,
698,-18.4,-20.8,-4,-25.6,,,,,,,,,,,,,,,,,,
699,-18.4,-15.2,-6.4,-16.8,,,,,,,,,,,,,,,,,,
700,-25.6,-25.6,-8,-24.8,,,,,,,,,,,,,,,,,,
701,-18.4,-18.4,-2.4,-18.4,,,,,,,,,,,,,,,,,,
702,-20,-20.8,-6.4,-20.8,,,,,,,,,,,,,,,,,,
703,-24,-24,-10.4,-23.2,,,,,,,,,,,,,,,,,,
704,-12,-12,-5.6,-12,,,,,,,,,,,,,,,,,,
705,-19.2,-20,-3.2,-19.2,,,,,,,,,,,,,,,,,,
706,-25.6,-23.2,-6.4,-24,,,,,,,,,,,,,,,,,,
707,-18.4,-20,-3.2,-17.6,,,,,,,,,,,,,,,,,,
708,-22.4,-21.6,-4,-24,,,,,,,,,,,,,,,,,,
709,-24.8,-24,-2.4,-23.2,,,,,,,,,,,,,,,,,,
710,-15.2,-15.2,-5.6,-16,,,,,,,,,,,,,,,,,,
711,-27.2,-27.2,-5.6,-25.6,,,,,,,,,,,,,,,,,,
712,-20,-21.6,-5.6,-21.6,,,,,,,,,,,,,,,,,,
713,-24,-24,-3.2,-22.4,,,,,,,,,,,,,,,,,,
714,-24,-23.2,-8.8,-24.8,,,,,,,,,,,,,,,,,,
715,-24,-24,-6.4,-24,,,,,,,,,,,,,,,,,,
716,-22.4,-20.8,-7.2,-25.6,,,,,,,,,,,,,,,,,,
717,-31.2,-31.2,-6.4,-28,,,,,,,,,,,,,,,,,,
718,-19.2,-24,-7.2,-23.2,,,,,,,,,,,,,,,,,,
719,-22.4,-21.6,-6.4,-22.4,,,,,,,,,,,,,,,,,,
720,-14.4,-13.6,-4,-14.4,,,,,,,,,,,,,,,,,,
721,-22.4,-23.2,-7.2,-21.6,,,,,,,,,,,,,,,,,,
722,-18.4,-17.6,-5.6,-18.4,,,,,,,,,,,,,,,,,,
723,-25.6,-27.2,-6.4,-24,,,,,,,,,,,,,,,,,,
724,-20,-19.2,-4.8,-21.6,,,,,,,,,,,,,,,,,,
725,-20,-20,-6.4,-20,,,,,,,,,,,,,,,,,,
726,-16,-15.2,-7.2,-15.2,,,,,,,,,,,,,,,,,,
727,-23.2,-23.2,-3.2,-24,,,,,,,,,,,,,,,,,,
728,-20,-20.8,-4.8,-24,,,,,,,,,,,,,,,,,,
729,-24.8,-26.4,-4,-26.4,,,,,,,,,,,,,,,,,,
730,-18.4,-18.4,-7.2,-19.2,,,,,,,,,,,,,,,,,,
731,-20.8,-20,-6.4,-20,,,,,,,,,,,,,,,,,,
732,-16,-16.8,-8,-16.8,,,,,,,,,,,,,,,,,,
733,-21.6,-20.8,-7.2,-20.8,,,,,,,,,,,,,,,,,,
734,-24.8,-24.8,-8,-23.2,,,,,,,,,,,,,,,,,,
735,-18.4,-18.4,-6.4,-20.8,,,,,,,,,,,,,,,,,,
736,-21.6,-21.6,-4.8,-19.2,,,,,,,,,,,,,,,,,,
737,-20,-19.2,-8,-21.6,,,,,,,,,,,,,,,,,,
738,-20,-20,-7.2,-21.6,,,,,,,,,,,,,,,,,,
739,-22.4,-28,-5.6,-20.8,,,,,,,,,,,,,,,,,,
740,-20,-20,-7.2,-20.8,,,,,,,,,,,,,,,,,,
741,-24.8,-25.6,-5.6,-23.2,,,,,,,,,,,,,,,,,,
742,-22.4,-20.8,-8.8,-24.8,,,,,,,,,,,,,,,,,,
743,-24,-24.8,-5.6,-23.2,,,,,,,,,,,,,,,,,,
744,-20,-20.8,-6.4,-20,,,,,,,,,,,,,,,,,,
745,-21.6,-21.6,-5.6,-23.2,,,,,,,,,,,,,,,,,,
746,-22.4,-21.6,-6.4,-20.8,,,,,,,,,,,,,,,,,,
747,-20.8,-20.8,-3.2,-20.8,,,,,,,,,,,,,,,,,,
748,-21.6,-23.2,-4,-29.2,,,,,,,,,,,,,,,,,,
749,-24,-28.8,-6.4,-28.8,,,,,,,,,,,,,,,,,,
750,-19.2,-20,-11.2,-27.2,,,,,,,,,,,,,,,,,,
751,-23.2,-23.2,-8,-21.6,,,,,,,,,,,,,,,,,,
752,-15.2,-20.8,-5.6,-21.6,,,,,,,,,,,,,,,,,,
753,-24.8,-22.4,-4.8,-21.6,,,,,,,,,,,,,,,,,,
754,-17.6,-28.8,-6.4,-29.6,,,,,,,,,,,,,,,,,,
755,-13.6,-18.4,-9.6,-18.4,,,,,,,,,,,,,,,,,,
756,-28.8,-27.2,-4,-27.2,,,,,,,,,,,,,,,,,,
757,-24,-25.6,-2.4,-29.6,,,,,,,,,,,,,,,,,,
758,-24.8,-27.2,-4.8,-28,,,,,,,,,,,,,,,,,,
759,-24,-21.6,-4.8,-23.2,,,,,,,,,,,,,,,,,,
760,-26,-24,-4,-28.8,,,,,,,,,,,,,,,,,,
761,-29.6,-25.6,-7.2,-30.4,,,,,,,,,,,,,,,,,,
762,-24,-24,-8.8,-26.4,,,,,,,,,,,,,,,,,,
763,-17.6,-16.8,-8,-16.8,,,,,,,,,,,,,,,,,,
764,-20,-20.8,-5.6,-20.8,,,,,,,,,,,,,,,,,,
765,-24,-24,-7.2,-24,,,,,,,,,,,,,,,,,,
766,-22.4,-22.4,-4.8,-21.6,,,,,,,,,,,,,,,,,,
767,-24,-24.8,-2.4,-24.8,,,,,,,,,,,,,,,,,,
768,-23.2,-23.2,-5.6,-20.8,,,,,,,,,,,,,,,,,,
769,-16.8,-18.4,-6.4,-19.2,,,,,,,,,,,,,,,,,,
770,-27.2,-24,-8,-25.6,,,,,,,,,,,,,,,,,,
771,-22.4,-20.8,-5.6,-20,,,,,,,,,,,,,,,,,,
772,-22.4,-23.2,-7.2,-25.6,,,,,,,,,,,,,,,,,,
773,-18.4,-20,-3.2,-16.8,,,,,,,,,,,,,,,,,,
774,-23.2,-22.4,-3.2,-24,,,,,,,,,,,,,,,,,,
775,-20.8,-20,-5.6,-20.8,,,,,,,,,,,,,,,,,,
776,-20.8,-23.2,-10.4,-19.2,,,,,,,,,,,,,,,,,,
777,-23.2,-22.4,-7.2,-25.6,,,,,,,,,,,,,,,,,,
778,-18.4,-18.4,-6.4,-17.6,,,,,,,,,,,,,,,,,,
779,-20,-20,-2.4,-18.4,,,,,,,,,,,,,,,,,,
780,-20.8,-20,-5.6,-22.4,,,,,,,,,,,,,,,,,,
781,-25.6,-28,-2.4,-24.8,,,,,,,,,,,,,,,,,,
782,-27.6,-12.8,-4,-19.2,,,,,,,,,,,,,,,,,,
783,-19.2,-19.2,-5.6,-15.2,,,,,,,,,,,,,,,,,,
784,-19.2,-18.4,-5.6,-20.8,,,,,,,,,,,,,,,,,,
785,-24.8,-21.6,-3.2,-21.6,,,,,,,,,,,,,,,,,,
786,-21.6,-20.8,-5.6,-20.8,,,,,,,,,,,,,,,,,,
787,-16,-16.8,-7.2,-16,,,,,,,,,,,,,,,,,,
788,-21.6,-21.6,-3.2,-21.6,,,,,,,,,,,,,,,,,,
789,-24.8,-24.8,-4.8,-24,,,,,,,,,,,,,,,,,,
790,-27.2,-28,-6.4,-27.2,,,,,,,,,,,,,,,,,,
791,-23.2,-21.6,-7.2,-23.2,,,,,,,,,,,,,,,,,,
792,-20.8,-22.4,-6.4,-18.4,,,,,,,,,,,,,,,,,,
793,-18.4,-17.6,-7.2,-20,,,,,,,,,,,,,,,,,,
794,-20.8,-21.6,-8,-19.2,,,,,,,,,,,,,,,,,,
795,-22.4,-21.6,-4.8,-24,,,,,,,,,,,,,,,,,,
796,-20.8,-22.4,-4.8,-19.2,,,,,,,,,,,,,,,,,,
797,-23.2,-22.4,-5.6,-25.6,,,,,,,,,,,,,,,,,,
798,-20.8,-20,-5.6,-23.2,,,,,,,,,,,,,,,,,,
799,-16.8,-16.8,-8,-18.4,,,,,,,,,,,,,,,,,,
800,-22.4,-22.4,-8.8,-21.6,,,,,,,,,,,,,,,,,,
801,-24.8,-25.6,-7.2,-24.8,,,,,,,,,,,,,,,,,,
802,-18.4,-19.2,-8,-20.8,,,,,,,,,,,,,,,,,,
803,-20,-24,-4.8,-20,,,,,,,,,,,,,,,,,,
804,-20,-27.2,-5.6,-21.6,,,,,,,,,,,,,,,,,,
805,-26,-23.2,-6.4,-27.2,,,,,,,,,,,,,,,,,,
806,-16,-16,-8.8,-17.6,,,,,,,,,,,,,,,,,,
807,-20,-20.8,-5.6,-17.6,,,,,,,,,,,,,,,,,,
808,-22.4,-21.6,-2.4,-21.6,,,,,,,,,,,,,,,,,,
809,-17.6,-18.4,-6.4,-20,,,,,,,,,,,,,,,,,,
810,-22.4,-24,-5.6,-23.2,,,,,,,,,,,,,,,,,,
811,-32,-24.8,-5.6,-24,,,,,,,,,,,,,,,,,,
812,-19.2,-20,-6.4,-20.8,,,,,,,,,,,,,,,,,,
813,-20.8,-19.2,-12,-19.2,,,,,,,,,,,,,,,,,,
814,-28.8,-29.6,-4.8,-29.6,,,,,,,,,,,,,,,,,,
815,-21.6,-23.2,-6.4,-20.8,,,,,,,,,,,,,,,,,,
816,-23.2,-22.4,-3.2,-23.2,,,,,,,,,,,,,,,,,,
817,-20.8,-20,-5.6,-21.6,,,,,,,,,,,,,,,,,,
818,-21.6,-24,-6.4,-20.8,,,,,,,,,,,,,,,,,,
819,-20,-19.2,-5.6,-20,,,,,,,,,,,,,,,,,,
820,-24.8,-24.8,-4,-24.8,,,,,,,,,,,,,,,,,,
821,-19.2,-18.4,-6.4,-18.4,,,,,,,,,,,,,,,,,,
822,-24,-20.8,-4,-21.6,,,,,,,,,,,,,,,,,,
823,-29.2,-26.4,-4.8,-25.6,,,,,,,,,,,,,,,,,,
824,-21.6,-22.4,-8.8,-24.8,,,,,,,,,,,,,,,,,,
825,-21.6,-20.8,-4.8,-20.8,,,,,,,,,,,,,,,,,,
826,-19.2,-20,-5.6,-20.8,,,,,,,,,,,,,,,,,,
827,-24.8,-20.8,-6.4,-20,,,,,,,,,,,,,,,,,,
828,-19.2,-20,-6.4,-20,,,,,,,,,,,,,,,,,,
829,-20.8,-20,-7.2,-19.2,,,,,,,,,,,,,,,,,,
830,-19.2,-20.8,-3.2,-20,,,,,,,,,,,,,,,,,,
831,-16,-19.2,-7.2,-20.8,,,,,,,,,,,,,,,,,,
832,-21.6,-20.8,-8,-20,,,,,,,,,,,,,,,,,,
833,-21.6,-21.6,-4,-20.8,,,,,,,,,,,,,,,,,,
834,-24,-24,-8,-24.8,,,,,,,,,,,,,,,,,,
835,-20.8,-20.8,-6.4,-21.6,,,,,,,,,,,,,,,,,,
836,-24.8,-24.8,-5.6,-24.8,,,,,,,,,,,,,,,,,,
837,-22.4,-24.8,-5.6,-24.4,,,,,,,,,,,,,,,,,,
838,-18.4,-19.2,-7.2,-22.4,,,,,,,,,,,,,,,,,,
839,-14.4,-14.4,-6.4,-16,,,,,,,,,,,,,,,,,,
840,-27.2,-24.8,-4,-28.8,,,,,,,,,,,,,,,,,,
841,-12,-11.2,-4.8,-12.8,,,,,,,,,,,,,,,,,,
842,-20,-48,-4,-20,,,,,,,,,,,,,,,,,,
843,-28,-18,-5.6,-28,,,,,,,,,,,,,,,,,,
844,-23.2,-44.4,-7.2,-23.2,,,,,,,,,,,,,,,,,,
845,-26.4,-28,-2.4,-26.4,,,,,,,,,,,,,,,,,,
846,-22.4,-13.6,-4.8,-24,,,,,,,,,,,,,,,,,,
847,-12.8,-14.4,-4.8,-12,,,,,,,,,,,,,,,,,,
848,-28.8,-31.2,-4.8,-31.2,,,,,,,,,,,,,,,,,,
849,-24,-31.6,-4,-19.2,,,,,,,,,,,,,,,,,,
850,-24,-15.2,-8.8,-16.8,,,,,,,,,,,,,,,,,,
851,-21.6,-29.2,-5.6,-22.4,,,,,,,,,,,,,,,,,,
852,-17.6,-22.4,-6.4,-20,,,,,,,,,,,,,,,,,,
853,-30.8,-32.8,-8,-24.8,,,,,,,,,,,,,,,,,,
854,-19.2,-18.4,-6.4,-19.2,,,,,,,,,,,,,,,,,,
855,-20,-20.8,-6.4,-21.6,,,,,,,,,,,,,,,,,,
856,-32,-24,-4.8,-26.4,,,,,,,,,,,,,,,,,,
857,-21.6,-20,-18.4,-21.6,,,,,,,,,,,,,,,,,,
858,-13.6,-15.2,-7.2,-19.2,,,,,,,,,,,,,,,,,,
859,-22.4,-27.2,-14.4,-24.8,,,,,,,,,,,,,,,,,,
860,-22.4,-24,-4,-24,,,,,,,,,,,,,,,,,,
861,-19.2,-20.4,-8.8,-20.8,,,,,,,,,,,,,,,,,,
862,-19.2,-17.6,-5.6,-17.6,,,,,,,,,,,,,,,,,,
863,-26.4,-20,-8,-21.6,,,,,,,,,,,,,,,,,,
864,-19.2,-16.8,-8,-20.8,,,,,,,,,,,,,,,,,,
865,-20,-20.8,-8.8,-19.2,,,,,,,,,,,,,,,,,,
866,-23.2,-24.8,-2.4,-24.8,,,,,,,,,,,,,,,,,,
867,-24.8,-31.2,-4.8,-24.8,,,,,,,,,,,,,,,,,,
868,-21.6,-14.4,-8.8,-23.2,,,,,,,,,,,,,,,,,,
869,-20,-25.6,-8.8,-19.2,,,,,,,,,,,,,,,,,,
870,-18.4,-18.4,-5.6,-19.2,,,,,,,,,,,,,,,,,,
871,-26.4,-17.6,-6.4,-24,,,,,,,,,,,,,,,,,,
872,-24.8,-32.8,-7.2,-25.6,,,,,,,,,,,,,,,,,,
873,-19.2,-20.8,-8.8,-20,,,,,,,,,,,,,,,,,,
874,-24,-21.6,-10.4,-25.6,,,,,,,,,,,,,,,,,,
875,-11.2,-11.2,-4.8,-11.2,,,,,,,,,,,,,,,,,,
876,-29.6,-25.6,-6.4,-26.4,,,,,,,,,,,,,,,,,,
877,-32,-23.2,-3.2,-25.6,,,,,,,,,,,,,,,,,,
878,-19.2,-16,-6.4,-20,,,,,,,,,,,,,,,,,,
879,-23.2,-14.4,-4.8,-23.2,,,,,,,,,,,,,,,,,,
880,-20,-14.4,-4.8,-17.6,,,,,,,,,,,,,,,,,,
881,-20,-12,-2.4,-21.6,,,,,,,,,,,,,,,,,,
882,-20.8,-13.6,-3.2,-20,,,,,,,,,,,,,,,,,,
883,-18.4,-11.2,-3.2,-21.6,,,,,,,,,,,,,,,,,,
884,-18.4,-16.8,-3.2,-16.8,,,,,,,,,,,,,,,,,,
885,-24,-11.2,-5.6,-24.8,,,,,,,,,,,,,,,,,,
886,-24.8,-4.8,-5.6,-23.2,,,,,,,,,,,,,,,,,,
887,-16.8,-5.6,-6.4,-17.6,,,,,,,,,,,,,,,,,,
888,-15.2,-6.4,-4.8,-23.2,,,,,,,,,,,,,,,,,,
889,-24,-8.8,-6.4,-23.2,,,,,,,,,,,,,,,,,,
890,-30,-7.2,-6.4,-26.4,,,,,,,,,,,,,,,,,,
891,-20.8,-9.6,-4,-23.2,,,,,,,,,,,,,,,,,,
892,-24,-5.6,-8.8,-23.2,,,,,,,,,,,,,,,,,,
893,-21.6,-2.4,-8.8,-21.6,,,,,,,,,,,,,,,,,,
894,-26.4,-5.6,-4.8,-24,,,,,,,,,,,,,,,,,,
895,-17.6,-4.8,-2.4,-17.6,,,,,,,,,,,,,,,,,,
896,-20.8,-7.2,-5.6,-23.2,,,,,,,,,,,,,,,,,,
897,-10.4,-4,-4.8,-10.4,,,,,,,,,,,,,,,,,,
898,-20.8,-7.2,-7.2,-26.4,,,,,,,,,,,,,,,,,,
899,-22.4,-8,-4,-23.2,,,,,,,,,,,,,,,,,,
900,-19.2,-2.4,-7.2,-17.6,,,,,,,,,,,,,,,,,,
901,-24.8,-4.8,-8,-24.8,,,,,,,,,,,,,,,,,,
902,-22.4,-8.8,-2.4,-24.8,,,,,,,,,,,,,,,,,,
903,-24.8,-6.4,-4.8,-21.6,,,,,,,,,,,,,,,,,,
904,-24.8,-4.8,-8.8,-24,,,,,,,,,,,,,,,,,,
905,-30.8,-6.4,-6.4,-23.2,,,,,,,,,,,,,,,,,,
906,-24,-13.6,-5.6,-26.4,,,,,,,,,,,,,,,,,,
907,-18.4,-2.4,-6.4,-19.2,,,,,,,,,,,,,,,,,,
908,-20.8,-7.2,-6.4,-23.2,,,,,,,,,,,,,,,,,,
909,-22.4,-5.6,-2.4,-24.8,,,,,,,,,,,,,,,,,,
910,-19.2,-1.6,-7.2,-18.4,,,,,,,,,,,,,,,,,,
911,-18.4,-6.4,-5.6,-21.6,,,,,,,,,,,,,,,,,,
912,-22.4,-9.6,-1.6,-24.8,,,,,,,,,,,,,,,,,,
913,-21.6,-12,-6.4,-20,,,,,,,,,,,,,,,,,,
914,-31.2,-4.8,-9.6,-27.2,,,,,,,,,,,,,,,,,,
915,-24.8,-10.4,-12,-24,,,,,,,,,,,,,,,,,,
916,-21.6,-5.6,-6.4,-20.8,,,,,,,,,,,,,,,,,,
917,-19.2,-4.8,-8.8,-24,,,,,,,,,,,,,,,,,,
918,-17.6,-8,-5.6,-24.8,,,,,,,,,,,,,,,,,,
919,-24.8,-8.8,-4.8,-24,,,,,,,,,,,,,,,,,,
920,-14.4,-2.4,-8,-16,,,,,,,,,,,,,,,,,,
921,-19.2,-3.2,-8.8,-21.6,,,,,,,,,,,,,,,,,,
922,-22,-3.2,-3.2,-28,,,,,,,,,,,,,,,,,,
923,-22.8,-2.4,-2.4,-20.8,,,,,,,,,,,,,,,,,,
924,-17.6,-4,-3.2,-28,,,,,,,,,,,,,,,,,,
925,-12,-3.2,-3.2,-17.6,,,,,,,,,,,,,,,,,,
926,-12,-3.2,-3.2,-13.6,,,,,,,,,,,,,,,,,,
927,-20.8,-7.2,-3.2,-23.2,,,,,,,,,,,,,,,,,,
928,-20.8,-5.6,-3.2,-24.8,,,,,,,,,,,,,,,,,,
929,-28.8,-4.8,-7.2,-27.2,,,,,,,,,,,,,,,,,,
930,-23.6,-4,-5.6,-22.4,,,,,,,,,,,,,,,,,,
931,-19.2,-4.8,-4.8,-19.2,,,,,,,,,,,,,,,,,,
932,-31.6,-5.6,-4.8,-21.6,,,,,,,,,,,,,,,,,,
933,-22.4,-6.4,-4,-25.6,,,,,,,,,,,,,,,,,,
934,-28.8,-6.4,-5.6,-29.6,,,,,,,,,,,,,,,,,,
935,-14.4,-8,-6.4,-16,,,,,,,,,,,,,,,,,,
936,-20.8,-8,-7.2,-22.4,,,,,,,,,,,,,,,,,,
937,-22.8,-7.2,-8,-26.4,,,,,,,,,,,,,,,,,,
938,-38.8,-7.2,-7.2,-30.4,,,,,,,,,,,,,,,,,,
939,-21.6,-5.6,-8,-22.4,,,,,,,,,,,,,,,,,,
940,-16.8,-5.6,-6.4,-27.2,,,,,,,,,,,,,,,,,,
941,-18.8,-2.4,-5.6,-20.8,,,,,,,,,,,,,,,,,,
942,-24.8,-6.4,-5.6,-20,,,,,,,,,,,,,,,,,,
943,-28,-4.8,-2.4,-25.6,,,,,,,,,,,,,,,,,,
944,-24.8,-8.8,-7.2,-20,,,,,,,,,,,,,,,,,,
945,-18.4,-4.8,-4.8,-21.6,,,,,,,,,,,,,,,,,,
946,-42,-8.8,-8,-28,,,,,,,,,,,,,,,,,,
947,-29.6,-8.8,-4.8,-17.6,,,,,,,,,,,,,,,,,,
948,-20,-6.4,-9.6,-20,,,,,,,,,,,,,,,,,,
949,-20,-5.6,-8,-20,,,,,,,,,,,,,,,,,,
950,-20,-3.2,-7.2,-24.8,,,,,,,,,,,,,,,,,,
951,-26.4,-6.4,-4.8,-19.2,,,,,,,,,,,,,,,,,,
952,-15.2,-4.8,-3.2,-16,,,,,,,,,,,,,,,,,,
953,-22.4,-1.6,-6.4,-24.8,,,,,,,,,,,,,,,,,,
954,-16.8,-8.8,-4.8,-23.2,,,,,,,,,,,,,,,,,,
955,-22.4,-4.8,-1.6,-24.8,,,,,,,,,,,,,,,,,,
956,-28.4,-7.2,-8.8,-16.8,,,,,,,,,,,,,,,,,,
957,-20,-5.6,-4.8,-25.6,,,,,,,,,,,,,,,,,,
958,-23.2,-7.2,-7.2,-23.2,,,,,,,,,,,,,,,,,,
959,-16.8,-8,-5.6,-20.8,,,,,,,,,,,,,,,,,,
960,-28,-3.2,-8,-27.2,,,,,,,,,,,,,,,,,,
961,-22.4,-7.2,-7.2,-20,,,,,,,,,,,,,,,,,,
962,-23.6,-5.6,-3.2,-22.4,,,,,,,,,,,,,,,,,,
963,-17.6,-8.8,-7.2,-21.6,,,,,,,,,,,,,,,,,,
964,-19.6,-7.2,-5.6,-19.2,,,,,,,,,,,,,,,,,,
965,-33.2,-7.2,-5.6,-20,,,,,,,,,,,,,,,,,,
966,-20,-6.4,-7.2,-21.6,,,,,,,,,,,,,,,,,,
967,-26.4,-8,-7.2,-18.4,,,,,,,,,,,,,,,,,,
968,-23.2,-5.6,-7.2,-25.6,,,,,,,,,,,,,,,,,,
969,-22.4,-4.8,-8,-20,,,,,,,,,,,,,,,,,,
970,-31.6,-10.4,-5.6,-28.8,,,,,,,,,,,,,,,,,,
971,-22.4,-4,-4,-23.2,,,,,,,,,,,,,,,,,,
972,-20,-6.4,-10.4,-20,,,,,,,,,,,,,,,,,,
973,-20,-3.2,-4,-20.8,,,,,,,,,,,,,,,,,,
974,-21.6,-6.4,-6.4,-16,,,,,,,,,,,,,,,,,,
975,-20.8,-3.2,-3.2,-20,,,,,,,,,,,,,,,,,,
976,-24.8,-10.4,-10.4,-29.6,,,,,,,,,,,,,,,,,,
977,-36.4,-9.6,-10.4,-23.2,,,,,,,,,,,,,,,,,,
978,-21.6,-5.6,-10.4,-19.2,,,,,,,,,,,,,,,,,,
979,-20,-4.8,-8.8,-20.8,,,,,,,,,,,,,,,,,,
980,-23.2,-6.4,-5.6,-24,,,,,,,,,,,,,,,,,,
981,-22.4,-6.4,-5.6,-18.4,,,,,,,,,,,,,,,,,,
982,-24.8,-6.4,-5.6,-24.8,,,,,,,,,,,,,,,,,,
983,-28.8,-9.6,-7.2,-28.8,,,,,,,,,,,,,,,,,,
984,-24,-9.6,-6.4,-26.4,,,,,,,,,,,,,,,,,,
985,-25.6,-6.4,-8.8,-24,,,,,,,,,,,,,,,,,,
986,-20,-4.8,-9.6,-20.8,,,,,,,,,,,,,,,,,,
987,-18.4,-6.4,-7.2,-16.8,,,,,,,,,,,,,,,,,,
988,-28,-8.8,-4,-26.4,,,,,,,,,,,,,,,,,,
989,-19.2,-4.8,-6.4,-20.8,,,,,,,,,,,,,,,,,,
990,-20.8,-4.8,-8.8,-20.8,,,,,,,,,,,,,,,,,,
991,-28,-8,-4.8,-26.4,,,,,,,,,,,,,,,,,,
992,-17.6,-7.2,-5.6,-20,,,,,,,,,,,,,,,,,,
993,-28.8,-7.2,-8,-28,,,,,,,,,,,,,,,,,,
994,-26.4,-4.8,-6.4,-28,,,,,,,,,,,,,,,,,,
995,-28,-8.8,-7.2,-19.2,,,,,,,,,,,,,,,,,,
996,-21.2,-4.8,-4.8,-23.2,,,,,,,,,,,,,,,,,,
997,-28,-4.8,-8.8,-24.8,,,,,,,,,,,,,,,,,,
998,-20,-8,-4.8,-20.8,,,,,,,,,,,,,,,,,,
999,-22.4,-4,-6.4,-20.8,,,,,,,,,,,,,,,,,,
1000,-19.2,-6.4,-6.4,-18.4,,,,,,,,,,,,,,,,,,
1001,-17.6,-6.4,-4,-16.8,,,,,,,,,,,,,,,,,,
1002,-21.6,-6.4,-6.4,-21.6,,,,,,,,,,,,,,,,,,
1003,-20.8,-3.2,-6.4,-20.8,,,,,,,,,,,,,,,,,,
1004,-23.2,-8,-7.2,-18.4,,,,,,,,,,,,,,,,,,
1005,-24.8,-5.6,-2.4,-27.2,,,,,,,,,,,,,,,,,,
1006,-22.4,-4.8,-9.6,-22.4,,,,,,,,,,,,,,,,,,
1007,-18.4,-2.4,-4,-19.2,,,,,,,,,,,,,,,,,,
1008,-19.2,-8,-4.8,-16.8,,,,,,,,,,,,,,,,,,
1009,-20.8,-10.4,-3.2,-22.4,,,,,,,,,,,,,,,,,,
1010,-20,-8,-7.2,-22.4,,,,,,,,,,,,,,,,,,
1011,-25.6,-4,-11.2,-20.8,,,,,,,,,,,,,,,,,,
1012,-17.6,-6.4,-7.2,-24.8,,,,,,,,,,,,,,,,,,
1013,-21.6,-3.2,-4,-19.2,,,,,,,,,,,,,,,,,,
1014,-24.8,-4,-7.2,-25.6,,,,,,,,,,,,,,,,,,
1015,-20,-4.8,-2.4,-20,,,,,,,,,,,,,,,,,,
1016,-21.6,-4.8,-4,-20,,,,,,,,,,,,,,,,,,
1017,-20.8,-5.6,-4.8,-21.6,,,,,,,,,,,,,,,,,,
1018,-20.8,-7.2,-4.8,-24.8,,,,,,,,,,,,,,,,,,
1019,-27.2,-8,-7.2,-26.4,,,,,,,,,,,,,,,,,,
1020,-22.4,-6.4,-5.6,-22.4,,,,,,,,,,,,,,,,,,
1021,-17.6,-8.8,-8,-18.4,,,,,,,,,,,,,,,,,,
1022,-19.2,-3.2,-6.4,-20,,,,,,,,,,,,,,,,,,
1023,-28,-4,-8.8,-28.8,,,,,,,,,,,,,,,,,,
1024,-19.2,-6.4,-4,-17.6,,,,,,,,,,,,,,,,,,
1025,-18.4,-5.6,-3.2,-18.4,,,,,,,,,,,,,,,,,,
1026,-17.6,-3.2,-7.2,-17.6,,,,,,,,,,,,,,,,,,
1027,-21.6,-5.6,-4.8,-22.4,,,,,,,,,,,,,,,,,,
1028,-12,-8.8,-3.2,-16.8,,,,,,,,,,,,,,,,,,
1029,-20.8,-7.2,-6.4,-21.6,,,,,,,,,,,,,,,,,,
1030,-26.4,-5.6,-8.8,-25.6,,,,,,,,,,,,,,,,,,
1031,-28.8,-7.2,-6.4,-28.8,,,,,,,,,,,,,,,,,,
1032,-29.6,-8,-5.6,-27.2,,,,,,,,,,,,,,,,,,
1033,-16.8,-6.4,-7.2,-21.6,,,,,,,,,,,,,,,,,,
1034,-21.6,-7.2,-8,-30.4,,,,,,,,,,,,,,,,,,
1035,-17.6,-6.4,-6.4,-16.8,,,,,,,,,,,,,,,,,,
1036,-20,-8,-8,-18.4,,,,,,,,,,,,,,,,,,
1037,-18.4,-5.6,-5.6,-15.2,,,,,,,,,,,,,,,,,,
1038,-25.6,-4,-8,-28.8,,,,,,,,,,,,,,,,,,
1039,-24,-7.2,-5.6,-23.2,,,,,,,,,,,,,,,,,,
1040,-23.2,-4.8,-4.8,-24.8,,,,,,,,,,,,,,,,,,
1041,-21.6,-4,-6.4,-20.8,,,,,,,,,,,,,,,,,,
1042,-20.8,-5.6,-4.8,-23.2,,,,,,,,,,,,,,,,,,
1043,-16.8,-0.8,-4,-18.4,,,,,,,,,,,,,,,,,,
1044,-20,-4.8,-5.6,-26.4,,,,,,,,,,,,,,,,,,
1045,-16,-5.6,-0.8,-20,,,,,,,,,,,,,,,,,,
1046,-29.6,-8.8,-5.6,-22.4,,,,,,,,,,,,,,,,,,
1047,-24.8,-5.6,-4.8,-22.4,,,,,,,,,,,,,,,,,,
1048,-21.6,-6.4,-8.8,-18.4,,,,,,,,,,,,,,,,,,
1049,-13.6,-6.4,-5.6,-16,,,,,,,,,,,,,,,,,,
1050,-23.2,-6.4,-6.4,-22.4,,,,,,,,,,,,,,,,,,
1051,-14.4,-2.4,-6.4,-20,,,,,,,,,,,,,,,,,,
1052,-18.4,-4,-6.4,-24.8,,,,,,,,,,,,,,,,,,
1053,-22.4,-3.2,-4,-24,,,,,,,,,,,,,,,,,,
1054,-21.6,-0.8,-2.4,-16.8,,,,,,,,,,,,,,,,,,
1055,-22.4,-2.4,-3.2,-23.2,,,,,,,,,,,,,,,,,,
1056,-25.2,-4.8,-0.8,-19.2,,,,,,,,,,,,,,,,,,
