epoch,tj_easy_ac_att_JAMMAS_1 - episode_return__MAX,tj_easy_ac_att_JAMMAS_2 - episode_return__MAX,tj_easy_ac_att_JAMMAS_3 - episode_return__MAX,tj_easy_ac_att_JAMMAS_4 - episode_return__MAX,,,,,,,,,,,,,,,,,,
1410,-19.2,-5.6,-6.4,-17.6,,,,,,,,,,,,,,,,,,
1411,-20.8,-4,-6.4,-19.2,,,,,,,,,,,,,,,,,,
1412,-18.4,-9.6,-4,-19.2,,,,,,,,,,,,,,,,,,
1413,-20.8,-7.2,-7.2,-25.6,,,,,,,,,,,,,,,,,,
1414,-25.6,-6.4,-8,-22.4,,,,,,,,,,,,,,,,,,
1415,-22.4,-8.8,-6.4,-21.6,,,,,,,,,,,,,,,,,,
1416,-21.6,-8.8,-5.6,-21.6,,,,,,,,,,,,,,,,,,
1417,-21.6,-7.2,-9.6,-24,,,,,,,,,,,,,,,,,,
1418,-21.6,-6.4,-9.6,-20,,,,,,,,,,,,,,,,,,
1419,-22.4,-5.6,-5.6,-21.6,,,,,,,,,,,,,,,,,,
1420,-18.4,-4.8,-6.4,-19.2,,,,,,,,,,,,,,,,,,
1421,-27.2,-4.8,-5.6,-28.8,,,,,,,,,,,,,,,,,,
1422,-23.2,-10.4,-4.8,-24,,,,,,,,,,,,,,,,,,
1423,-26.4,-3.2,-5.6,-24,,,,,,,,,,,,,,,,,,
1424,-20,-6.4,-9.6,-23.2,,,,,,,,,,,,,,,,,,
1425,-26.4,-4,-3.2,-23.2,,,,,,,,,,,,,,,,,,
1426,-20,-4.8,-6.4,-23.2,,,,,,,,,,,,,,,,,,
1427,-23.2,-7.2,-4.8,-20.8,,,,,,,,,,,,,,,,,,
1428,-24,-7.2,-4,-23.2,,,,,,,,,,,,,,,,,,
1429,-20.8,-10.4,-7.2,-20.8,,,,,,,,,,,,,,,,,,
1430,-30.4,-5.6,-8.8,-32.8,,,,,,,,,,,,,,,,,,
1431,-28.8,-4,-8.8,-25.6,,,,,,,,,,,,,,,,,,
1432,-18.4,-4.8,-5.6,-17.6,,,,,,,,,,,,,,,,,,
1433,-20.8,-7.2,-4,-21.6,,,,,,,,,,,,,,,,,,
1434,-23.2,-2.4,-4.8,-25.6,,,,,,,,,,,,,,,,,,
1435,-20.8,-4,-7.2,-17.6,,,,,,,,,,,,,,,,,,
1436,-20,-8.8,-2.4,-21.6,,,,,,,,,,,,,,,,,,
1437,-23.2,-4,-4,-21.6,,,,,,,,,,,,,,,,,,
1438,-20,-4.8,-9.6,-23.2,,,,,,,,,,,,,,,,,,
1439,-22.4,-8,-3.2,-20.8,,,,,,,,,,,,,,,,,,
1440,-17.6,-4.8,-5.6,-19.2,,,,,,,,,,,,,,,,,,
1441,-26.4,-6.4,-7.2,-27.2,,,,,,,,,,,,,,,,,,
1442,-27.2,-7.2,-4.8,-26.4,,,,,,,,,,,,,,,,,,
1443,-26.4,-11.2,-7.2,-24.8,,,,,,,,,,,,,,,,,,
1444,-21.6,-8.8,-6.4,-23.2,,,,,,,,,,,,,,,,,,
1445,-27.2,-9.6,-11.2,-27.2,,,,,,,,,,,,,,,,,,
1446,-22.4,-4.8,-8.8,-21.6,,,,,,,,,,,,,,,,,,
1447,-20.8,-8,-9.6,-21.6,,,,,,,,,,,,,,,,,,
1448,-20.8,-5.6,-4.8,-20.8,,,,,,,,,,,,,,,,,,
1449,-18.4,-7.2,-8,-19.2,,,,,,,,,,,,,,,,,,
1450,-21.6,-6.4,-5.6,-19.2,,,,,,,,,,,,,,,,,,
1451,-24,-7.2,-8,-26.4,,,,,,,,,,,,,,,,,,
1452,-22.4,-4,-6.4,-21.6,,,,,,,,,,,,,,,,,,
1453,-24.8,-4.8,-7.2,-24.8,,,,,,,,,,,,,,,,,,
1454,-20.8,-8.8,-3.2,-23.2,,,,,,,,,,,,,,,,,,
1455,-27.2,-4.8,-5.6,-24,,,,,,,,,,,,,,,,,,
1456,-21.6,-8,-8,-21.6,,,,,,,,,,,,,,,,,,
1457,-23.2,-6.4,-5.6,-24.8,,,,,,,,,,,,,,,,,,
1458,-23.2,-9.6,-8,-20,,,,,,,,,,,,,,,,,,
1459,-17.6,-6.4,-7.2,-20,,,,,,,,,,,,,,,,,,
1460,-21.6,-6.4,-8.8,-20,,,,,,,,,,,,,,,,,,
1461,-16.8,-3.2,-6.4,-19.2,,,,,,,,,,,,,,,,,,
1462,-20.8,-6.4,-5.6,-21.6,,,,,,,,,,,,,,,,,,
1463,-28,-4.8,-3.2,-25.6,,,,,,,,,,,,,,,,,,
1464,-19.2,-4,-6.4,-19.2,,,,,,,,,,,,,,,,,,
1465,-21.6,-4.8,-5.6,-22.4,,,,,,,,,,,,,,,,,,
1466,-20,-3.2,-3.2,-20,,,,,,,,,,,,,,,,,,
1467,-24,-6.4,-5.6,-25.6,,,,,,,,,,,,,,,,,,
1468,-19.2,-4,-3.2,-16.8,,,,,,,,,,,,,,,,,,
1469,-14.4,-6.4,-6.4,-18.4,,,,,,,,,,,,,,,,,,
1470,-26.4,-4,-4,-24,,,,,,,,,,,,,,,,,,
1471,-17.6,-4.8,-5.6,-19.2,,,,,,,,,,,,,,,,,,
1472,-23.2,-10.4,-4.8,-21.6,,,,,,,,,,,,,,,,,,
1473,-19.2,-4.8,-4.8,-18.4,,,,,,,,,,,,,,,,,,
1474,-20.8,-8,-9.6,-21.6,,,,,,,,,,,,,,,,,,
1475,-22.4,-2.4,-5.6,-20.8,,,,,,,,,,,,,,,,,,
1476,-21.6,-6.4,-7.2,-24,,,,,,,,,,,,,,,,,,
1477,-24,-4.8,-3.2,-24,,,,,,,,,,,,,,,,,,
1478,-24,-4,-5.6,-20.8,,,,,,,,,,,,,,,,,,
1479,-21.6,-8,-4.8,-25.6,,,,,,,,,,,,,,,,,,
1480,-26.4,-4,-4.8,-24.8,,,,,,,,,,,,,,,,,,
1481,-22.4,-12,-7.2,-21.6,,,,,,,,,,,,,,,,,,
1482,-20.8,-4,-5.6,-21.6,,,,,,,,,,,,,,,,,,
1483,-24.8,-6.4,-10.4,-25.6,,,,,,,,,,,,,,,,,,
1484,-24,-3.2,-5.6,-21.6,,,,,,,,,,,,,,,,,,
1485,-16.8,-5.6,-5.6,-16.8,,,,,,,,,,,,,,,,,,
1486,-19.2,-8,-3.2,-20.8,,,,,,,,,,,,,,,,,,
1487,-20,-4.8,-7.2,-22.4,,,,,,,,,,,,,,,,,,
1488,-24.8,-6.4,-5.6,-25.6,,,,,,,,,,,,,,,,,,
1489,-24,-6.4,-4.8,-21.6,,,,,,,,,,,,,,,,,,
1490,-28,-4,-7.2,-25.6,,,,,,,,,,,,,,,,,,
1491,-23.2,-8.8,-5.6,-23.2,,,,,,,,,,,,,,,,,,
1492,-16.8,-3.2,-5.6,-19.2,,,,,,,,,,,,,,,,,,
1493,-24,-8,-7.2,-23.2,,,,,,,,,,,,,,,,,,
1494,-24,-6.4,-3.2,-22.4,,,,,,,,,,,,,,,,,,
1495,-19.2,-6.4,-8.8,-20.8,,,,,,,,,,,,,,,,,,
1496,-17.6,-9.6,-7.2,-17.6,,,,,,,,,,,,,,,,,,
1497,-19.2,-4,-4.8,-17.6,,,,,,,,,,,,,,,,,,
1498,-21.6,-5.6,-10.4,-22.4,,,,,,,,,,,,,,,,,,
1499,-20,-4,-3.2,-18.4,,,,,,,,,,,,,,,,,,
1500,-24,-4,-5.6,-24,,,,,,,,,,,,,,,,,,
