epoch,mpe_mpe-large-spread-v1_ac_att_JAMMAS_1 - episode_return,mpe_mpe-large-spread-v1_ac_att_JAMMAS_2 - episode_return,mpe_mpe-large-spread-v1_ac_att_JAMMAS_3 - episode_return,mpe_mpe-large-spread-v1_ac_att_JAMMAS_4 - episode_return
1250,-125.8,-97.8,-67.2,-87.2
1251,-176.4,-132.4,-65.1,-65.9
1252,-162.2,-128.6,-91.4,-70.8
1253,-122.3,-177.3,-77.8,-124
1254,-101.9,-108.4,-83.6,-156.7
1255,-117.6,-166.1,-89.3,-80.3
1256,-128.8,-94.2,-89.7,-61.4
1257,-166.2,-131.3,-60.5,-87.5
1258,-116.9,-127.4,-72.5,-109.6
1259,-144.3,-99.1,-111,-72.6
1260,-163.5,-92.5,-91.5,-105.3
1261,-126.6,-144.8,-96.1,-68
1262,-152.9,-135,-86,-84.2
1263,-150.1,-127.7,-79.7,-86
1264,-134.1,-119,-71.7,-67.6
1265,-135.5,-72.6,-83.3,-92.9
1266,-112.4,-100.7,-96.8,-69.3
1267,-125.5,-77.6,-95.5,-87.7
1268,-130.9,-106.4,-70.2,-76.8
1269,-136.1,-73.4,-107.8,-73.4
1270,-117.2,-81.8,-66,-78.7
1271,-119.3,-111.1,-83.4,-95.3
1272,-90,-66,-111.1,-77.1
1273,-130.2,-79.3,-93.5,-73.5
1274,-123.5,-65.3,-145.1,-75.7
1275,-136,-87.3,-122.9,-82.5
1276,-135.3,-86.5,-121.7,-78.4
1277,-159.8,-77.7,-95.8,-99.4
1278,-162.1,-72.3,-102.9,-73.3
1279,-121.6,-73.6,-105.9,-79.4
1280,-103.7,-116.2,-76.2,-62.8
1281,-119.8,-111.3,-87.4,-81.3
1282,-119.3,-93.5,-92.8,-62
1283,-135.3,-83,-109.2,-88
1284,-184.8,-79.5,-91.1,-91
1285,-137.9,-106.3,-99.4,-70.5
1286,-155.4,-92.3,-82.1,-80.9
1287,-150.1,-93.1,-76.4,-95.1
1288,-147.4,-85.6,-100.1,-81.4
1289,-130.3,-82.4,-83.2,-79.4
1290,-109.5,-72,-78.6,-86
1291,-150.9,-103.9,-99.2,-80.8
1292,-122,-86.3,-85.7,-75.2
1293,-150,-103.3,-92.1,-95.2
1294,-104.6,-94.2,-85.8,-84.2
1295,-123.3,-71.6,-69.2,-84.5
1296,-108.8,-115.5,-94.4,-77.2
1297,-108.1,-98,-108.4,-70.6
1298,-137.2,-77.9,-107.9,-75.2
1299,-113.4,-85.6,-117.2,-68.6
1300,-106.6,-81.4,-109.3,-78.7
1301,-142.2,-94.7,-106.5,-77.5
1302,-105.7,-73.4,-66.8,-89.4
1303,-109.8,-83.8,-91.6,-72.9
1304,-105.9,-91.2,-86.7,-82.9
1305,-124.5,-77.1,-88.5,-69.4
1306,-104.3,-80,-87.3,-109
1307,-134,-80.4,-99.4,-71.9
1308,-123.5,-109.3,-93.4,-88.2
1309,-129.7,-78.3,-78,-82.3
1310,-121,-83.9,-111.5,-67.4
1311,-122.2,-68.3,-71.3,-78
1312,-144.1,-95.8,-86.4,-95.2
1313,-129.1,-71.9,-112.3,-108.2
1314,-119.7,-86.2,-75.5,-99.7
1315,-149.8,-76.8,-111.5,-85.1
1316,-92.1,-99,-69.3,-77
1317,-118.1,-73.6,-80.1,-86.5
1318,-126.8,-80.1,-95.3,-94.2
1319,-129.5,-92.8,-101.3,-77.1
1320,-110,-75.9,-88.1,-67
1321,-120.1,-63.6,-86.2,-72.6
1322,-102.3,-98.3,-79.6,-75.1
1323,-165,-111.8,-89.5,-91.6
1324,-154.2,-85.8,-91.1,-84.7
1325,-136.3,-83.8,-89.3,-137.5
1326,-124.9,-95.8,-72.4,-95.1
1327,-140.3,-78,-84.9,-87.9
1328,-185.4,-83.5,-97.7,-76.3
1329,-97.6,-92.2,-75.6,-79
1330,-139.1,-88.8,-83.4,-94.6
1331,-108.2,-59.7,-91.7,-63.3
1332,-126.5,-79.7,-76.1,-71.4
1333,-140.7,-91.9,-77.9,-81.2
1334,-115.3,-89.6,-85.2,-118.6
1335,-103,-74.9,-83.6,-95.3
1336,-148.9,-78.5,-110.5,-78.1
1337,-140,-127.7,-86.9,-90.8
1338,-132.2,-127.7,-96.6,-85.7
1339,-93.1,-77,-103,-90.2
1340,-112,-92.7,-88.2,-93.9
1341,-141.5,-86.5,-93.7,-79.4
1342,-86.3,-88.2,-65.8,-78.4
1343,-129.5,-91.3,-81.9,-77.7
1344,-148.7,-83.9,-75.6,-70.2
1345,-125.7,-62.9,-87.8,-84.8
1346,-103.1,-87.8,-80.6,-78.2
1347,-122.6,-95,-83.1,-72.7
1348,-113.3,-85.9,-80.5,-94.6
1349,-100.1,-103.1,-75.6,-162.5
1350,-130.1,-98.1,-72,-173.6
1351,-124.5,-97.7,-86,-210.4
1352,-112,-89.9,-87.3,-111.9
1353,-101.3,-91.5,-73,-89.7
1354,-91.1,-78.9,-77.7,-207.5
1355,-117,-92.3,-88.2,-103.1
1356,-96.3,-78.4,-87.9,-135.7
1357,-115.7,-77.6,-104.6,-85.6
1358,-99.6,-118.7,-89.1,-107.6
1359,-112.6,-79.2,-103.6,-93.4
1360,-112.9,-79.2,-79.7,-171.9
1361,-100.2,-88.1,-96.9,-96.9
1362,-102.8,-83.4,-99,-81.7
1363,-107.3,-96.4,-73.7,-69.3
1364,-123.2,-107.3,-111.7,-139.9
1365,-130.7,-93,-78.7,-78.9
1366,-125.2,-77.8,-82.5,-92.2
1367,-104.8,-92.4,-82.9,-147.9
1368,-123.9,-127.6,-75.8,-80.9
1369,-113,-102.5,-79.7,-81.5
1370,-93.4,-72,-101.7,-71.4
1371,-94.8,-64.5,-77.8,-78.1
1372,-114.1,-79.1,-72.8,-84.1
1373,-96.3,-98.6,-76.2,-100.9
1374,-106.8,-85,-85,-67.7
1375,-103.4,-75.1,-84.2,-73.3
1376,-101.4,-88.2,-83.4,-84.7
1377,-120.1,-77.9,-77.9,-87.1
1378,-134.5,-81.6,-103.3,-74.1
1379,-122.4,-66.4,-54.6,-78.5
1380,-114.9,-68.7,-91.6,-87.6
1381,-164.7,-75.1,-94.6,-103.6
1382,-94.1,-65.7,-120.9,-84.5
1383,-118.7,-97.1,-105.7,-77.3
1384,-116.5,-73.2,-82.2,-123.2
1385,-111.3,-65.9,-86,-83.1
1386,-112.7,-72.9,-79.9,-70.4
1387,-98.1,-85,-115.3,-130.1
1388,-109.7,-75.6,-78.2,-98.6
1389,-110.2,-76.6,-86.5,-57.3
1390,-157.9,-84.7,-62.6,-93.3
1391,-155,-75,-73.8,-97.5
1392,-107.1,-63.3,-91.3,-100.1
1393,-179.8,-103.7,-66.6,-92.8
1394,-128.9,-74.6,-78.3,-100.2
1395,-142.6,-80.3,-111.9,-85.5
1396,-124.8,-90,-95.3,-92
1397,-95.4,-74.4,-97.7,-95.6
1398,-92.5,-82.4,-102.9,-83.6
1399,-99.7,-103.9,-73,-95.2
1400,-75.1,-68.3,-102.9,-81.5
1401,-120.3,-81.5,-111.6,-84
1402,-60.1,-95.5,-89.3,-67.3
1403,-84,-89.4,-115.7,-98
1404,-109.1,-83.4,-74.6,-70.6
1405,-128.9,-100.2,-89.7,-67.1
1406,-118.5,-80.8,-107.4,-80.4
1407,-110.7,-97.5,-87.3,-84.2
1408,-98.7,-97.2,-92.2,-81.1
1409,-115,-90.2,-66.8,-69.8
1410,-108.4,-89.9,-86,-76.5
1411,-102.7,-103.9,-109.9,-66.8
1412,-108.4,-91.2,-76.2,-74.3
1413,-112.8,-82.4,-68.2,-84.3
1414,-85.7,-61.5,-118.6,-91.6
1415,-89.2,-81.6,-81.6,-90.8
1416,-99.3,-75.6,-109,-83.3
1417,-93.6,-75.4,-70.3,-79.6
1418,-134.5,-83.6,-79.8,-72.9
1419,-130.8,-81.3,-73.5,-75.3
1420,-158,-67.5,-60.1,-63.7
1421,-154.8,-61,-68.6,-103
1422,-112.8,-102.9,-80.3,-90.3
1423,-143.3,-79.3,-103.7,-52.1
1424,-120.9,-72.5,-87,-64.9
1425,-96.6,-61.6,-74.3,-87.5
1426,-109.4,-70.9,-64,-87.7
1427,-98.1,-78.1,-90.1,-84.7
1428,-117.9,-75,-77.7,-108.2
1429,-83.1,-65.8,-84.1,-59.8
1430,-117.3,-88,-73,-88.8
1431,-104.9,-75.5,-81.7,-79.7
1432,-99.1,-89.1,-80.4,-63.9
1433,-78.6,-71.4,-89.9,-83
1434,-117.1,-81.8,-96.5,-83.5
1435,-84.6,-65.6,-82.6,-52.1
1436,-117.6,-75.3,-100.5,-85.8
1437,-107.5,-77.3,-99.3,-71.4
1438,-114.4,-72.1,-78.3,-85
1439,-84,-103.2,-112.4,-86.8
1440,-113.3,-112.6,-92.5,-48.5
1441,-115.7,-82.7,-70.6,-83.4
1442,-106.6,-71.2,-100.4,-87.3
1443,-118.6,-84.8,-70.8,-63.9
1444,-104.8,-79.1,-103.6,-92.2
1445,-77.4,-57.7,-88.1,-76.9
1446,-107.2,-82.1,-67.3,-77.5
1447,-92.1,-88.6,-89.4,-85
1448,-94.7,-73.6,-91.2,-109.9
1449,-118.9,-64.7,-86.9,-87.1
1450,-118.5,-70.9,-88.1,-125.8
1451,-128.9,-77.6,-96.1,-81.4
1452,-116.6,-89.2,-101.5,-88.7
1453,-116.5,-85.5,-169.5,-66.8
1454,-81,-76.5,-158.8,-85.5
1455,-98.6,-80.1,-73.9,-85
1456,-136.7,-70.2,-93.4,-93.9
1457,-136.3,-66.6,-151.5,-74.3
1458,-94.1,-78.9,-208.8,-69
1459,-130,-83.5,-105.9,-100.8
1460,-109.3,-70.7,-107.9,-76.9
1461,-104.4,-93.4,-101,-80.1
1462,-110.2,-91.8,-135.1,-106.3
1463,-92,-89.7,-101.6,-116.6
1464,-126.5,-80,-142.7,-82.3
1465,-117.4,-74.9,-95.9,-93
1466,-103.9,-75.5,-101.2,-98.9
1467,-114.3,-132.8,-134.4,-80.9
1468,-97.3,-84.8,-154.6,-84.9
1469,-129.5,-105.6,-131.1,-106.5
1470,-136.3,-90.7,-90,-108.1
1471,-137.7,-79,-86.3,-91.3
1472,-126.4,-87.1,-87.9,-77.5
1473,-87.4,-80.2,-107,-65.7
1474,-103,-56.4,-86.5,-81.7
1475,-105.3,-85.2,-64.4,-79.5
1476,-127.5,-133.7,-65.1,-68.4
1477,-67.5,-112.1,-150.8,-63.7
1478,-103,-110.3,-84.4,-84.2
1479,-88.9,-91.5,-79.6,-90.4
1480,-106.3,-80.9,-84.4,-62.5
1481,-93.5,-89.5,-94.9,-81.1
1482,-90.6,-117.5,-92,-86.1
1483,-121,-97.4,-140,-64.6
1484,-86,-82.7,-109.8,-112.7
1485,-79.8,-79.4,-139.2,-77.8
1486,-89.3,-77.8,-133.9,-56.1
1487,-136.9,-80.3,-121.5,-76.5
1488,-133.6,-100.6,-124.1,-86.9
1489,-85,-71.6,-100.8,-91.9
1490,-119,-58.8,-151.4,-91.1
1491,-155.6,-96.3,-82.8,-91.4
1492,-110.5,-60,-83.1,-71.5
1493,-99.6,-75,-126.9,-68.8
1494,-94.6,-72.9,-92.3,-71.9
1495,-85.8,-75.1,-69.5,-54.3
1496,-97.6,-82.2,-117.3,-77.6
1497,-142.2,-76.4,-105.7,-91.6
1498,-104.3,-84.4,-76.7,-76.4
1499,-129.9,-72.9,-94.4,-78
1500,-110.8,-72.5,-81.3,-87.6
